--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
#820 (TRIATHLETE PABLO)@31FB80 - AMONISTAR Lv67, VOLTALI Lv67
#821 (TRIATHLETE PABLO)@31FBA8 - AZUMARILL Lv71, NOSTENFER Lv71, TARTARD Lv71
#822 (TRIATHLETE PABLO)@31FBD0 - KAPOERA Lv74, SCARHINO Lv74, CIZAYOX Lv74
#823 (TRIATHLETE PABLO)@31FBF8 - LEUPHORIE Lv78, ELECSPRINT Lv78, ARCANIN Lv78
#824 (KARATEKA KOJI)@31FC20 - CIZAYOX Lv67, JUNGKO Lv67
#825 (KARATEKA KOJI)@31FC48 - LEUPHORIE Lv71, RAYQUAZA Lv71, RELICANTH Lv71
#826 (KARATEKA KOJI)@31FC70 - DRACOLOSSE Lv74, MAGMAR Lv74, BRASEGALI Lv74
#827 (KARATEKA KOJI)@31FC98 - NOCTALI Lv78, NIDOQUEEN Lv78, ROSABYSS Lv78
#828 (TOPDRESSEUR CHRISTINE)@31FCC0 - DELCATTY Lv64, EMPIFLOR Lv64
#829 (TOPDRESSEUR CHRISTINE)@31FCE8 - FLAGADOSS Lv67, ECTOPLASMA Lv67, NOADKOKO Lv67
#830 (TOPDRESSEUR CHRISTINE)@31FD10 - GROTADMORV Lv71, RAIKOU Lv71, MEW Lv71
#831 (TOPDRESSEUR CHRISTINE)@31FD38 - ROSABYSS Lv74, FARFURET Lv74, LIPPOUTOU Lv74
#832 (GUITARISTE FERNAND)@31FD60 - PORYGON2 Lv64, COTOVOL Lv64, LATIOS Lv64
#833 (GUITARISTE FERNAND)@31FD88 - NEGAPI Lv67, KAPOERA Lv67, LOKHLASS Lv67
#834 (GUITARISTE FERNAND)@31FDB0 - LANTURN Lv71, CHARMINA Lv71, KABUTOPS Lv71
#835 (GUITARISTE FERNAND)@31FDD8 - LEUPHORIE Lv74, ELEKTEK Lv74, BROUHABAM Lv74
#836 (MONTAGNARD EMILIEN)@31FE00 - TENTACRUEL Lv47, PORYGON2 Lv47
#837 (MONTAGNARD EMILIEN)@31FE28 - CHAPIGNON Lv50, NOARFANG Lv50, GARDEVOIR Lv50
#838 (MONTAGNARD EMILIEN)@31FE50 - STAROSS Lv54, KAORINE Lv54, DONPHAN Lv54
#839 (MONTAGNARD EMILIEN)@31FE78 - SHARPEDO Lv60, SMOGOGO Lv60, ROSABYSS Lv60
#840 (ELEVEUR LARA)@31FEA0 - ALTARIA Lv56, MANGRIFF Lv56, WAILORD Lv56, SABLAIREAU Lv56, JOLIFLOR Lv56, CAMERUPT Lv56
#841 (ELEVEUR LARA)@31FEC8 - PORYGON2 Lv60, ROSABYSS Lv60, LAGGRON Lv60, LAMANTINE Lv60, CIZAYOX Lv60, GROTADMORV Lv60
#842 (ELEVEUR LARA)@31FEF0 - FLORIZARRE Lv64, CERFROUSSE Lv64, METALOSSE Lv64, TYGNON Lv64, INSOLOURDO Lv64, TYRANOCIF Lv64
#843 (ELEVEUR LARA)@31FF18 - RHINOFEROS Lv67, TYGNON Lv67, RAFFLESIA Lv67, AVALTOUT Lv67, KECLEON Lv67, MELODELFE Lv67
#844 (CANON THALIA)@31FF40 - DEMANTA Lv61, NOSTENFER Lv61
#845 (CANON THALIA)@31FF68 - QWILFISH Lv65, SEVIPER Lv65, AMONISTAR Lv65
#846 (CANON THALIA)@31FF90 - JUNGKO Lv68, PTERA Lv68, ELEKTEK Lv68
#847 (CANON THALIA)@31FFB8 - LANTURN Lv72, GRORET Lv72, DEOXYS Lv72
#848 (KINESISTE ANTONIA)@31FFE0 - AKWAKWAK Lv74
#849 (KINESISTE ALVARO)@320008 - MENTALI Lv74, SAQUEDENEU Lv74
#850 (GENTLEMAN LAZARE)@320030 - EOKO Lv74
#851 (DRESSEUR RED)@320058 - SKITTY Lv10
#852 (DRESSEUR LEAF)@320080 - RATTATAC Lv10
#853 (DRESSEUR BRICE)@3200A8 - KOKIYAS Lv10
#854 (DRESSEUR FLORA)@3200D0 - CHARMILLON Lv10

--Static Pokemon--
LILIA => GRAHYENA
ANORITH => KICKLEE
KYOGRE => MIMIGAL
GROUDON => ARCANIN
REGIROCK => LEVIATOR
REGICE => SMOGOGO
REGISTEEL => OSSELAIT
RAYQUAZA => CHAMALLOT
KECLEON => TENGALICE
KECLEON(2) => MARAISTE
VOLTORBE => FEROSINGE
VOLTORBE(2) => SNUBBULL
VOLTORBE(3) => QWILFISH
ELECTRODE => RATTATAC
ELECTRODE(2) => MANGRIFF
SIMULARBRE => GROUDON
LATIOS => REPTINCEL
LATIAS => POLICHOMBR
DEOXYS => GALOPA
MEW => M. MIME
HO-OH => HYPNOMADE
LUGIA => MILOBELLUS
OKEOKE => NIRONDELLE
TERHAL => ZARBI
MORPHEO => CHETIFLOR

--Wild Pokemon--
Set #1 - ROUTE 101 Grass/Cave (rate=20) - AKWAKWAK Lv2, AVALTOUT Lv2, RAYQUAZA Lv2, ROSABYSS Lv3, ARCKO Lv3, BARPAU Lv3, HOOTHOOT Lv3, POISSIRENE Lv3, LOUPIO Lv2, KAPOERA Lv2, RAMOLOSS Lv3, SEVIPER Lv3
Set #2 - ROUTE 102 Grass/Cave (rate=20) - AXOLOTO Lv3, NINJASK Lv3, DRABY Lv4, OCTILLERY Lv4, CHENIPOTTE Lv3, SUICUNE Lv4, ELEKTEK Lv3, NIRONDELLE Lv3, ROSELIA Lv4, FEROSINGE Lv4, STARI Lv4, SCARABRUTE Lv3
Set #3 - ROUTE 102 Surfing (rate=4) - MACRONIUM Lvs 20-30, VIGOROTH Lvs 10-20, RAYQUAZA Lvs 30-35, FEUNARD Lvs 5-10, TARPAUD Lvs 20-30
Set #4 - ROUTE 102 Fishing (rate=30) - TARPAUD Lvs 5-10, BARBICHA Lvs 5-10, MORPHEO Lvs 10-30, INSOLOURDO Lvs 10-30, VIBRANINF Lvs 10-30, LIBEGON Lvs 25-30, NATU Lvs 30-35, TYLTON Lvs 20-25, POUSSIFEU Lvs 35-40, LUGIA Lvs 40-45
Set #5 - ROUTE 103 Grass/Cave (rate=20) - KAPOERA Lv2, HYPOROI Lv3, TEDDIURSA Lv3, CERFROUSSE Lv4, HOOTHOOT Lv2, SMOGO Lv3, MUNJA Lv3, COCHIGNON Lv4, LANTURN Lv3, HYPNOMADE Lv3, NOSFERALTO Lv2, SUICUNE Lv4
Set #6 - ROUTE 103 Surfing (rate=4) - BLINDALYS Lvs 5-35, FEUNARD Lvs 10-30, SCORPLANE Lvs 15-25, DARDARGNAN Lvs 25-30, MANGRIFF Lvs 25-30
Set #7 - ROUTE 103 Fishing (rate=30) - COCONFORT Lvs 5-10, RAIKOU Lvs 5-10, EVOLI Lvs 10-30, REGICE Lvs 10-30, TYLTON Lvs 10-30, TERACLOPE Lvs 30-35, ABO Lvs 30-35, ELECTRODE Lvs 25-30, BLINDALYS Lvs 35-40, BARBICHA Lvs 40-45
Set #8 - ROUTE 104 Grass/Cave (rate=20) - NIDORAN♀ Lv4, TETARTE Lv4, JIRACHI Lv5, DEMOLOSSE Lv5, CHAMALLOT Lv4, CANARTICHO Lv5, WAILMER Lv4, RONFLEX Lv5, KRABBY Lv4, POISSIRENE Lv4, EMBRYLEX Lv3, MALOSSE Lv5
Set #9 - ROUTE 104 Surfing (rate=4) - BRASEGALI Lvs 10-30, GRANBULL Lvs 15-25, GROLEM Lvs 15-25, DONPHAN Lvs 25-30, RAICHU Lvs 25-30
Set #10 - ROUTE 104 Fishing (rate=30) - COLOSSINGE Lvs 5-10, TOGETIC Lvs 5-10, KOKIYAS Lvs 10-30, EMPIFLOR Lvs 10-30, GRANBULL Lvs 10-30, LEVIATOR Lvs 25-30, FOUINAR Lvs 30-35, POISSOROY Lvs 20-25, FEUFOREVE Lvs 35-40, FLORIZARRE Lvs 40-45
Set #11 - CHENAL 105 Surfing (rate=4) - NIDORAN♀ Lvs 5-35, URSARING Lvs 10-30, TORTANK Lvs 15-25, COCONFORT Lvs 25-30, COTOVOL Lvs 25-30
Set #12 - CHENAL 105 Fishing (rate=30) - SKITTY Lvs 5-10, MACHOPEUR Lvs 5-10, STEELIX Lvs 10-30, NINGALE Lvs 10-30, MAGMAR Lvs 10-30, CARABAFFE Lvs 25-30, HERBIZARRE Lvs 30-35, CARAPUCE Lvs 20-25, LILIA Lvs 35-40, VACILYS Lvs 40-45
Set #13 - ROUTE 110 Grass/Cave (rate=20) - TETARTE Lv12, DODRIO Lv12, COXYCLAQUE Lv12, KRABBOSS Lv13, CHENIPOTTE Lv13, RAPASDEPIC Lv13, PAPINOX Lv13, ONIGLALI Lv13, PTERA Lv12, STAROSS Lv12, TARTARD Lv12, SCARABRUTE Lv13
Set #14 - ROUTE 110 Surfing (rate=4) - DODRIO Lvs 5-35, RAIKOU Lvs 10-30, RELICANTH Lvs 15-25, RONFLEX Lvs 25-30, FEUFOREVE Lvs 25-30
Set #15 - ROUTE 110 Fishing (rate=30) - POISSOROY Lvs 5-10, HELEDELLE Lvs 5-10, SALAMECHE Lvs 10-30, AEROMITE Lvs 10-30, DONPHAN Lvs 10-30, MIMITOSS Lvs 25-30, TERACLOPE Lvs 30-35, MEDHYENA Lvs 20-25, SMOGOGO Lvs 35-40, TOGEPI Lvs 40-45
Set #16 - ROUTE 111 Grass/Cave (rate=10) - DRACOLOSSE Lv20, OBALIE Lv20, GRAHYENA Lv21, AZUMARILL Lv21, HELIATRONC Lv19, SOPORIFIK Lv21, ORTIDE Lv19, NIDOKING Lv19, LEUPHORIE Lv20, COLHOMARD Lv20, ARBOK Lv22, OSSATUEUR Lv22
Set #17 - ROUTE 111 Surfing (rate=4) - VIGOROTH Lvs 20-30, DEMOLOSSE Lvs 10-20, ENTEI Lvs 30-35, TARSAL Lvs 5-10, MACHOC Lvs 20-30
Set #18 - ROUTE 111 Rock Smash (rate=20) - HELEDELLE Lvs 10-15, RELICANTH Lvs 5-10, NIDORAN♂ Lvs 15-20, ROSELIA Lvs 15-20, ELEKTEK Lvs 15-20
Set #19 - ROUTE 111 Fishing (rate=30) - ELECTHOR Lvs 5-10, REGISTEEL Lvs 5-10, TYPHLOSION Lvs 10-30, BARBICHA Lvs 10-30, ECRAPINCE Lvs 10-30, PORYGON Lvs 25-30, FORETRESS Lvs 30-35, RAFFLESIA Lvs 20-25, HO-OH Lvs 35-40, KANGOUREX Lvs 40-45
Set #20 - ROUTE 112 Grass/Cave (rate=20) - BROUHABAM Lv15, AEROMITE Lv15, AQUALI Lv15, TARSAL Lv14, CANINOS Lv14, CHARMILLON Lv14, KIRLIA Lv16, TYLTON Lv16, GOELISE Lv16, MALOSSE Lv16, KAIMINUS Lv16, PARAS Lv16
Set #21 - ROUTE 113 Grass/Cave (rate=20) - LOMBRE Lv15, BULBIZARRE Lv15, SKELENOX Lv15, VOLTALI Lv14, CADOIZO Lv14, SABLAIREAU Lv14, URSARING Lv16, DEBUGANT Lv16, ZIGZATON Lv16, GROUDON Lv16, TERACLOPE Lv16, KRAKNOIX Lv16
Set #22 - ROUTE 114 Grass/Cave (rate=20) - STALGAMIN Lv16, AQUALI Lv16, CHENIPAN Lv17, GOELISE Lv15, BROUHABAM Lv15, METAMORPH Lv16, NATU Lv16, MACHOC Lv18, GALEGON Lv17, POUSSIFEU Lv15, VOLTORBE Lv17, GRAVALANCH Lv15
Set #23 - ROUTE 114 Surfing (rate=4) - AMONISTAR Lvs 20-30, SABLAIREAU Lvs 10-20, VACILYS Lvs 30-35, GALEKING Lvs 5-10, NOARFANG Lvs 20-30
Set #24 - ROUTE 114 Rock Smash (rate=20) - MORPHEO Lvs 10-15, MACHOC Lvs 5-10, AVALTOUT Lvs 15-20, MIMIGAL Lvs 15-20, OSSELAIT Lvs 15-20
Set #25 - ROUTE 114 Fishing (rate=30) - FANTOMINUS Lvs 5-10, QUEULORIOR Lvs 5-10, REGIROCK Lvs 10-30, LIBEGON Lvs 10-30, CORNEBRE Lvs 10-30, ASPICOT Lvs 25-30, RHINOCORNE Lvs 30-35, COTOVOL Lvs 20-25, INSECATEUR Lvs 35-40, MUNJA Lvs 40-45
Set #26 - ROUTE 116 Grass/Cave (rate=20) - SAQUEDENEU Lv6, EMBRYLEX Lv6, AEROMITE Lv6, MELOFEE Lv7, MACKOGNEUR Lv7, GOELISE Lv6, MILOBELLUS Lv7, HYPNOMADE Lv8, KIRLIA Lv7, GRODOUDOU Lv8, CORAYON Lv7, MIGALOS Lv8
Set #27 - ROUTE 117 Grass/Cave (rate=20) - PARAS Lv13, WAILORD Lv13, DRACO Lv14, LAINERGIE Lv14, NEGAPI Lv13, NIDORINA Lv13, LANTURN Lv13, QWILFISH Lv13, RATTATA Lv14, GARDEVOIR Lv14, PORYGON2 Lv13, CIZAYOX Lv13
Set #28 - ROUTE 117 Surfing (rate=4) - ROIGADA Lvs 20-30, KRAKNOIX Lvs 10-20, RAMOLOSS Lvs 30-35, MAGBY Lvs 5-10, LEVEINARD Lvs 20-30
Set #29 - ROUTE 117 Fishing (rate=30) - EXCELANGUE Lvs 5-10, M. MIME Lvs 5-10, PYROLI Lvs 10-30, REPTINCEL Lvs 10-30, HERICENDRE Lvs 10-30, TRIOPIKEUR Lvs 25-30, TAUPIQUEUR Lvs 30-35, BROUHABAM Lvs 20-25, SUICUNE Lvs 35-40, SPECTRUM Lvs 40-45
Set #30 - ROUTE 118 Grass/Cave (rate=20) - PHANPY Lv24, GALOPA Lv24, COTOVOL Lv26, COXYCLAQUE Lv26, COLOSSINGE Lv26, COXY Lv26, PHARAMP Lv25, GERMIGNON Lv25, CHAPIGNON Lv26, PHOGLEUR Lv26, ROUCOOL Lv27, ARMALDO Lv25
Set #31 - ROUTE 118 Surfing (rate=4) - POISSOROY Lvs 5-35, LUGIA Lvs 10-30, KRAKNOIX Lvs 15-25, LOMBRE Lvs 25-30, REGISTEEL Lvs 25-30
Set #32 - ROUTE 118 Fishing (rate=30) - SELEROC Lvs 5-10, TORTANK Lvs 5-10, GRODOUDOU Lvs 10-30, KICKLEE Lvs 10-30, RAICHU Lvs 10-30, DRACOLOSSE Lvs 30-35, ABRA Lvs 30-35, ROUCOUPS Lvs 20-25, CELEBI Lvs 35-40, ANORITH Lvs 40-45
Set #33 - CHENAL 124 Surfing (rate=4) - MIMITOSS Lvs 5-35, NIDORAN♀ Lvs 10-30, TOGETIC Lvs 15-25, COCONFORT Lvs 25-30, JOLIFLOR Lvs 25-30
Set #34 - CHENAL 124 Fishing (rate=30) - SKITTY Lvs 5-10, LATIAS Lvs 5-10, MYSTHERBE Lvs 10-30, AMONITA Lvs 10-30, PHARAMP Lvs 10-30, TOURNEGRIN Lvs 30-35, NIDORAN♂ Lvs 30-35, SHARPEDO Lvs 25-30, GALEGON Lvs 35-40, HELIATRONC Lvs 40-45
Set #35 - BOIS CLEMENTI Grass/Cave (rate=20) - TYRANOCIF Lv5, ROIGADA Lv5, STEELIX Lv5, CHENIPAN Lv6, NOCTALI Lv5, FLAGADOSS Lv5, GRANIVOL Lv6, SALAMECHE Lv6, OTARIA Lv5, DARDARGNAN Lv5, PARASECT Lv6, GOBOU Lv6
Set #36 - TUNNEL MERAZON Grass/Cave (rate=10) - WAILORD Lv6, LINEON Lv7, BOUSTIFLOR Lv6, ONIX Lv6, RHINOCORNE Lv7, ARTIKODIN Lv7, GOUPIX Lv5, SOPORIFIK Lv8, PAPILUSION Lv5, MIGALOS Lv8, EXCELANGUE Lv5, RELICANTH Lv8
Set #37 - GROTTE GRANITE Grass/Cave (rate=10) - KYOGRE Lv7, RAYQUAZA Lv8, REGIROCK Lv7, ASPICOT Lv8, TYPHLOSION Lv9, ORTIDE Lv8, TENGALICE Lv10, COLOSSINGE Lv6, MIGALOS Lv7, NOADKOKO Lv8, ENTEI Lv6, LOKHLASS Lv9
Set #38 - GROTTE GRANITE Grass/Cave (rate=10) - TARSAL Lv9, CHENIPOTTE Lv10, RHINOCORNE Lv9, LOVDISC Lv11, COLHOMARD Lv10, POLICHOMBR Lv9, RONFLEX Lv10, ORTIDE Lv11, SHARPEDO Lv10, HO-OH Lv10, AXOLOTO Lv9, MENTALI Lv11
Set #39 - MONT MEMORIA Grass/Cave (rate=10) - GRODOUDOU Lv27, SPECTRUM Lv28, CADOIZO Lv26, GRAINIPIOT Lv25, VIBRANINF Lv29, TERHAL Lv24, ECTOPLASMA Lv23, ARMULYS Lv22, TORTANK Lv29, TADMORV Lv24, CANINOS Lv29, MELO Lv24
Set #40 - ROUTE VICTOIRE Grass/Cave (rate=10) - LUMIVOLE Lv40, PIFEUIL Lv40, EMBRYLEX Lv40, MANGRIFF Lv40, MINIDRACO Lv36, LAMANTINE Lv36, RATTATAC Lv38, LOUPIO Lv38, LANTURN Lv36, RELICANTH Lv36, SELEROC Lv36, ROIGADA Lv36
Set #41 - PARC SAFARI Grass/Cave (rate=25) - GERMIGNON Lv25, MELOFEE Lv27, RATTATAC Lv25, WAILORD Lv27, URSARING Lv25, EXCELANGUE Lv25, SCORPLANE Lv25, FARFURET Lv27, NINGALE Lv25, MENTALI Lv27, BARPAU Lv27, XATU Lv29
Set #42 - FOND MARIN Surfing (rate=4) - DRATTAK Lvs 20-30, POSIPI Lvs 20-30, MAGNETON Lvs 30-35, LEUPHORIE Lvs 30-35, NIDORINA Lvs 30-35
Set #43 - EPAVE Surfing (rate=4) - MARAISTE Lvs 5-35, NENUPIOT Lvs 5-35, MAGICARPE Lvs 5-35, PTERA Lvs 5-35, CARATROC Lvs 30-35
Set #44 - EPAVE Fishing (rate=20) - POSIPI Lvs 5-10, CANINOS Lvs 5-10, KABUTOPS Lvs 10-30, ABRA Lvs 10-30, ABSOL Lvs 10-30, FARFURET Lvs 25-30, MACKOGNEUR Lvs 30-35, SELEROC Lvs 30-35, PTERA Lvs 25-30, COXYCLAQUE Lvs 20-25
Set #45 - GROTTE GRANITE Grass/Cave (rate=10) - GALEKING Lv10, POLICHOMBR Lv11, KAIMINUS Lv10, CHUCHMUR Lv11, KICKLEE Lv12, LAMANTINE Lv10, NEGAPI Lv10, GRODOUDOU Lv11, NOEUNOEUF Lv12, AZURILL Lv10, PHOGLEUR Lv12, MEW Lv10
Set #46 - GROTTE GRANITE Rock Smash (rate=20) - KOKIYAS Lvs 10-15, CERFROUSSE Lvs 10-20, LINEON Lvs 5-10, LAINERGIE Lvs 15-20, SCARHINO Lvs 15-20
Set #47 - CHEMIN ARDENT Grass/Cave (rate=10) - TOURNEGRIN Lv15, FANTOMINUS Lv15, ABO Lv16, COQUIPERL Lv15, SCORPLANE Lv15, PARECOOL Lv15, JOLIFLOR Lv16, LATIOS Lv16, PIAFABEC Lv14, RAMBOUM Lv16, DYNAVOLT Lv14, SMOGOGO Lv14
Set #48 - SITE METEORE Grass/Cave (rate=10) - FLOBIO Lv33, PIKACHU Lv35, OCTILLERY Lv30, DRACAUFEU Lv35, JUNGKO Lv35, ELECSPRINT Lv37, SPOINK Lv25, CAPUMAIN Lv39, FEUFOREVE Lv38, ARCANIN Lv40, GLOUPTI Lv38, EVOLI Lv40
Set #49 - SITE METEORE Surfing (rate=4) - ALIGATUEUR Lvs 30-35, CHUCHMUR Lvs 30-35, NIDOQUEEN Lvs 25-35, FEURISSON Lvs 15-25, RAYQUAZA Lvs 5-15
Set #50 - SITE METEORE Fishing (rate=30) - LEVEINARD Lvs 5-10, LUGIA Lvs 5-10, BEKIPAN Lvs 10-30, GARDEVOIR Lvs 10-30, MARILL Lvs 10-30, FLOBIO Lvs 25-30, CARVANHA Lvs 30-35, BARLOCHE Lvs 30-35, BRANETTE Lvs 35-40, DONPHAN Lvs 40-45
Set #51 - SENTIER SINUROC Grass/Cave (rate=20) - SELEROC Lv21, POMDEPIK Lv21, ELEKID Lv21, CHENIPAN Lv20, BALIGNON Lv20, LIPPOUTI Lv20, URSARING Lv21, DODRIO Lv22, MAGBY Lv22, CHAPIGNON Lv22, MIMITOSS Lv22, JIRACHI Lv22
Set #52 - CHENAL 106 Surfing (rate=4) - NIDOKING Lvs 5-35, AIRMURE Lvs 10-30, COQUIPERL Lvs 15-25, DODRIO Lvs 25-30, NEGAPI Lvs 25-30
Set #53 - CHENAL 106 Fishing (rate=30) - PYROLI Lvs 5-10, DEMANTA Lvs 5-10, VOLCAROPOD Lvs 10-30, FORETRESS Lvs 10-30, VACILYS Lvs 10-30, OSSELAIT Lvs 25-30, QWILFISH Lvs 30-35, ECTOPLASMA Lvs 20-25, FOUINETTE Lvs 35-40, ENTEI Lvs 40-45
Set #54 - CHENAL 107 Surfing (rate=4) - LIMAGMA Lvs 5-35, RACAILLOU Lvs 10-30, AZUMARILL Lvs 15-25, RELICANTH Lvs 25-30, PORYGON Lvs 25-30
Set #55 - CHENAL 107 Fishing (rate=30) - MUCIOLE Lvs 5-10, SNUBBULL Lvs 5-10, EOKO Lvs 10-30, HYPNOMADE Lvs 10-30, CHARMILLON Lvs 10-30, TARTARD Lvs 25-30, NIDOQUEEN Lvs 30-35, CAPUMAIN Lvs 20-25, CACNEA Lvs 35-40, DODRIO Lvs 40-45
Set #56 - CHENAL 108 Surfing (rate=4) - ABSOL Lvs 5-35, CHARMINA Lvs 10-30, LUDICOLO Lvs 15-25, MALOSSE Lvs 25-30, WAILMER Lvs 25-30
Set #57 - CHENAL 108 Fishing (rate=30) - TENEFIX Lvs 5-10, SCARABRUTE Lvs 5-10, TERACLOPE Lvs 10-30, NOEUNOEUF Lvs 10-30, AKWAKWAK Lvs 10-30, AVALTOUT Lvs 25-30, GOUPIX Lvs 30-35, BALIGNON Lvs 20-25, LIBEGON Lvs 35-40, LOVDISC Lvs 40-45
Set #58 - CHENAL 109 Surfing (rate=4) - TROPIUS Lvs 5-35, PTITARD Lvs 10-30, PONYTA Lvs 15-25, TYGNON Lvs 25-30, HYPOROI Lvs 25-30
Set #59 - CHENAL 109 Fishing (rate=30) - MIMIGAL Lvs 5-10, HOOTHOOT Lvs 5-10, REGISTEEL Lvs 10-30, ENTEI Lvs 10-30, PYROLI Lvs 10-30, TROPIUS Lvs 25-30, MASKADRA Lvs 30-35, PONYTA Lvs 20-25, POUSSIFEU Lvs 35-40, CHRYSACIER Lvs 40-45
Set #60 - ROUTE 115 Grass/Cave (rate=20) - SAQUEDENEU Lv23, STAROSS Lv23, METALOSSE Lv25, KAORINE Lv24, ECRAPINCE Lv25, HYPOTREMPE Lv25, DEMOLOSSE Lv24, MARILL Lv25, SCORPLANE Lv24, TADMORV Lv24, HYPOROI Lv26, AMONISTAR Lv25
Set #61 - ROUTE 115 Surfing (rate=4) - ASPICOT Lvs 5-35, CHAMALLOT Lvs 10-30, CHARMINA Lvs 15-25, BULBIZARRE Lvs 25-30, COXY Lvs 25-30
Set #62 - ROUTE 115 Fishing (rate=30) - LIPPOUTI Lvs 5-10, FEUNARD Lvs 5-10, NIDORINA Lvs 10-30, LUGIA Lvs 10-30, NINJASK Lvs 10-30, ZIGZATON Lvs 25-30, ONIX Lvs 30-35, KABUTO Lvs 20-25, MEGANIUM Lvs 35-40, DRACO Lvs 40-45
Set #63 - NEW LAVANDIA Grass/Cave (rate=10) - POLICHOMBR Lv24, MAGICARPE Lv24, TORTANK Lv25, MEDITIKKA Lv25, LIMAGMA Lv23, ZIGZATON Lv23, GRANIVOL Lv26, FLAGADOSS Lv26, ABRA Lv22, CACNEA Lv22, GALEGON Lv26, ONIX Lv26
Set #64 - ROUTE 119 Grass/Cave (rate=15) - MUCIOLE Lv25, MILOBELLUS Lv25, PERSIAN Lv27, ANORITH Lv25, HERBIZARRE Lv27, OBALIE Lv26, YMPHECT Lv27, INSOLOURDO Lv24, MEGANIUM Lv25, CAMERUPT Lv26, PIKACHU Lv27, NIDOKING Lv25
Set #65 - ROUTE 119 Surfing (rate=4) - EVOLI Lvs 5-35, METALOSSE Lvs 10-30, ELEKID Lvs 15-25, LAGGRON Lvs 25-30, MAGNETI Lvs 25-30
Set #66 - ROUTE 119 Fishing (rate=30) - ARMULYS Lvs 5-10, ORTIDE Lvs 5-10, ARBOK Lvs 10-30, AZUMARILL Lvs 10-30, TEDDIURSA Lvs 10-30, GROTADMORV Lvs 25-30, CRUSTABRI Lvs 30-35, CELEBI Lvs 20-25, GALEKID Lvs 35-40, TENGALICE Lvs 40-45
Set #67 - ROUTE 120 Grass/Cave (rate=20) - OSSELAIT Lv25, MACHOC Lv25, WAILORD Lv27, ECREMEUH Lv25, BEKIPAN Lv25, PAPINOX Lv26, GRAVALANCH Lv27, EVOLI Lv27, DRACAUFEU Lv25, REGIROCK Lv27, CANARTICHO Lv25, MAGMAR Lv25
Set #68 - ROUTE 120 Surfing (rate=4) - SERPANG Lvs 20-30, SOLAROC Lvs 10-20, VIGOROTH Lvs 30-35, JOLIFLOR Lvs 5-10, RAICHU Lvs 20-30
Set #69 - ROUTE 120 Fishing (rate=30) - RAICHU Lvs 5-10, SPINDA Lvs 5-10, HYPOROI Lvs 10-30, GOBOU Lvs 10-30, TOURNEGRIN Lvs 10-30, LIPPOUTOU Lvs 25-30, COLOSSINGE Lvs 30-35, NOARFANG Lvs 20-25, LUGIA Lvs 35-40, CHARMINA Lvs 40-45
Set #70 - ROUTE 121 Grass/Cave (rate=20) - STEELIX Lv26, TARPAUD Lv26, PORYGON Lv26, MAGNETI Lv28, KYOGRE Lv28, AVALTOUT Lv26, TENEFIX Lv28, SKITTY Lv28, MUNJA Lv26, PONYTA Lv27, GROLEM Lv28, REPTINCEL Lv25
Set #71 - ROUTE 121 Surfing (rate=4) - EOKO Lvs 5-35, ROUCOUPS Lvs 10-30, LUGIA Lvs 15-25, OSSATUEUR Lvs 25-30, CHARMILLON Lvs 25-30
Set #72 - ROUTE 121 Fishing (rate=30) - WAILMER Lvs 5-10, SPOINK Lvs 5-10, DEBUGANT Lvs 10-30, ROUCARNAGE Lvs 10-30, NEGAPI Lvs 10-30, NIRONDELLE Lvs 25-30, DYNAVOLT Lvs 30-35, TENEFIX Lvs 20-25, CROCRODIL Lvs 35-40, CORNEBRE Lvs 40-45
Set #73 - CHENAL 122 Surfing (rate=4) - MYSTHERBE Lvs 5-35, TERHAL Lvs 10-30, FEURISSON Lvs 15-25, SOPORIFIK Lvs 25-30, NOADKOKO Lvs 25-30
Set #74 - CHENAL 122 Fishing (rate=30) - PARASECT Lvs 5-10, HYPNOMADE Lvs 5-10, INSECATEUR Lvs 10-30, GROUDON Lvs 10-30, FARFURET Lvs 10-30, STALGAMIN Lvs 30-35, EXCELANGUE Lvs 30-35, CHETIFLOR Lvs 25-30, KANGOUREX Lvs 35-40, NATU Lvs 40-45
Set #75 - ROUTE 123 Grass/Cave (rate=20) - GROUDON Lv26, FORETRESS Lv26, PARECOOL Lv26, LAGGRON Lv28, BROUHABAM Lv28, LEVEINARD Lv26, KECLEON Lv28, MACRONIUM Lv28, TAUROS Lv26, CIZAYOX Lv27, DRACOLOSSE Lv28, MACHOPEUR Lv25
Set #76 - ROUTE 123 Surfing (rate=4) - OCTILLERY Lvs 5-35, LATIAS Lvs 10-30, LUDICOLO Lvs 15-25, GIRAFARIG Lvs 25-30, LATIOS Lvs 25-30
Set #77 - ROUTE 123 Fishing (rate=30) - MEW Lvs 5-10, TARPAUD Lvs 5-10, DRACO Lvs 10-30, MEDITIKKA Lvs 10-30, RACAILLOU Lvs 10-30, BULBIZARRE Lvs 25-30, PARAS Lvs 30-35, TARSAL Lvs 20-25, FLORIZARRE Lvs 35-40, SEVIPER Lvs 40-45
